group,axis,value,description
Castagna Giuseppe,Query optimization in relational databases,6.5,PP31040104
Castagna Giuseppe,Polymorphism and type checking,59.4,PP31040104
Castagna Giuseppe,XML and (semi) structured documents,4.7,PP31040104
Castagna Giuseppe,Semantics of programming languages & logic programming  ,9.8,PP31040104
Castagna Giuseppe,Sequential processes & Timed automata,5,PP31040104
