group,axis,value,description
Chen G.,Cache access optimization and associative processor / memory,56.1,PP43116361
Chen G.,Embedded systems ,7.7,PP43116361
Chen G.,Energy efficient data centers,9.6,PP43116361
Chen G.,Data prefetching,6.8,PP43116361
Chen G.,Embedded systems and energy consumption,4.3,PP43116361
Chen G.,Compiler optimization and binary translation,3.8,PP43116361
Chen G.,Compiler optimization (SSA, parallelism),3.8,PP43116361
