quarter,100,112,130,137,141,146,15,159,168,174,175,180,181,186,199,203,209,217,220,232,235,255,266,267,269,271,274,277,284,294,316,321,331,335,336,353,365,374,375,380,382,39,396,41,42,48,58,67,77,82,92,97
1950-1979,0.004004435,0,0.000661886,0.000811086,0,0.00110961,0.000745973,0.000159101,0.002051014,0.001302535,0.000276585,0.000713157,0.025104228,0,0.006026452,0.00169636,0.001846386,0,0,0.000258955,0.012621658,0.000366326,0.002422045,0.022495736,0.00402399,0.02027731,0,0,0.0008212,0,0.000274507,0.002894305,0.002304622,0.000217003,0,0,0.000503824,0,0,0.000117973,0.017585402,0,0.003422726,0,0.001706933,0,0,0,0.005567758,0.000248322,0.000465172,0.000736226
1980-1989,0.001717956,0,0.005062519,0.001105166,0,0.002779025,0.00098284,0.000171904,0.003091939,0.006767603,0.001745029,0.00012216,0.001957957,0,0.003168258,0,8.66E-05,0,0,0.000650244,0.027957917,0,0.003108382,0.003534238,0,0.021186161,0.001020792,0,0.003679401,0.000958591,0,0.008495608,0.004480538,0.003590127,0,0,0,0,0,0.005894549,0.005246879,0.000149232,0,0,0.005726133,0,0,0,0.004207984,0.001756987,0.000248554,0
1990-1995,0.00054341,0.000961017,0.002989509,0.006146528,0,0.003411918,0.004298028,0.001001076,0,0.007353801,0.003981942,0,0,0,0,0,0,0.002109298,0.000268618,0.012186322,0.00841963,0.001170643,0,0.002287645,0,0.004086344,0,0,0.009936541,0.000733144,0.002353359,0.006343258,0.011082902,0.011127626,0,0,0,0,0,0.003104886,0,0,0,0,0.011824414,0,0,0,0.000800504,0.001105341,0,0
1995-1999,0,0,0.002512014,0.005412742,0.001232262,0.000859958,0.001943568,0.00833374,0.000339678,0.004341873,0.001890671,0.002138069,0,0.014536554,0,0.000228962,0.000390258,0.002320698,0,0.006821841,0,0.015031834,0.000846154,0.001227049,0.000486495,0.000597694,0,0,0,0.00081208,0.001900131,0.002287686,0.015449988,0.007604673,0,0.000105793,0,0,0,0.000941233,0.000947411,0,0,0,0.003367435,0.00015898,0.000104346,0,0,0.001154075,0,0
2000,0,0,0.003426865,0.006323103,0.003145098,0,0,0.005850474,0,0,0.007669004,0.001377574,0,0.004453567,0,0.000584513,0,0.000492373,0.006828227,0.009924375,0,0.014607881,0,0,0,0.001930002,0,0,0,0,0,0,0.023276027,0.010122641,0,0,0,0.001844444,0,0,0,0,0,0,0.003960372,0.001285023,0.000932094,0,0,0.000453707,0,0
2001,0,0,0.001968032,0.000715541,0.002781128,0.00316073,0.000943695,0.009685563,0,0.003520664,0.001326445,0.003533252,0,0.070746861,0,0,0,0,0.001036137,0.003773601,0,0.002509702,0,0.001994387,0,0.002217035,0.004343988,0,0,0,0.002506162,0,0.021042557,0,0,0,0,0,0,0,0,0,0,0.003504536,0,0,0,0,0,0,0,0
2002,0,0.003269043,0.00311728,0.011552581,0.003608737,0.006904627,0.003338771,0.006549644,0,0,0.000965014,0.015872027,0,0.003285822,0,0,0,0,0.002709722,0.009868653,0,0.01479142,0,0,0,0,0,0.000703625,0,0.003619923,0.00217352,0,0.007988963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002776095,0,0.000662981,0,0,0
2003,0,0,0.009817921,0.016799083,0,0.010493485,0,0.00517595,0,0.001851732,0.011110729,0,0,0.008484324,0,0,0,0,0,0.006244581,0,0,0,0,0.011733704,0.001612386,0,0,0,0,0,0.000520831,0.040206148,0,0,0,0,0,0,0.001235499,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0.006401353,0.005119416,0.001336079,0.018557676,0.00436808,0.001864597,0,0.002097411,0.012937646,0,0,0.011201326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054149947,0,0,0,0,0,0.003043246,0,0,0,0,0,0,0,0.001298179,0,0,0,0,0
2005,0,0,0,0.015108139,0,0.0167125,0.008200644,0.001132013,0.001592562,0.00325924,0.014995306,0,0,0.042499545,0,0,0,0,0,0,0,0,0,0,0.001223459,0,0.003547221,0.000967927,0,0,0,0,0.040991054,0.003280626,0,0,0,0.001910411,0,0,0.003570451,0.006471651,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0.007074601,0.004521602,0.014036397,0,0.000700216,0,0.001134079,0,0.009406518,0,0.061563211,0.000759071,0,0.003287169,0,0,0.003638032,0,0,0,0,0.00277672,0,0,0,0,0,0,0,0.065807895,0,0,0.00367425,0,0,0,0,0,0.000425563,0.00241303,0,0,0,0,0,0,0,0,0
2007,0,0,0,0.006791534,0.004126053,0.008774105,0.006112893,0,0,0.00418282,0.009356285,0.00797126,0.001815685,0.044004546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033653774,0,0,0.003111506,0,0,0,0,0,0.001815259,0.004147821,0,0,0,0.00122881,0,0,0,0,0
2008,0,0,0,0.014012769,0.001132326,0.001449304,0.006468483,0.001942503,0,0.003123595,0,0.006856023,0,0.008199298,0.003612361,0,0,0,0,0,0.000708212,0,0,0,0,0,0.004141396,0.003289103,0,0.001363225,0.003497096,0.00493347,0.022271177,0.003272109,0,0.003276912,0.005864822,0,0.001966886,0,0,0.001525777,0,0,0,0.004089305,0.006994562,0.020872486,0,0,0,0
2009,0,0.003474944,0,0.010419769,0.000960137,0.009676464,0.005635956,0,0,0.00040976,0.008046424,0.009023154,0,0.003982574,0,0,0,0.002490339,0,0,0,0,0,0,0.000975324,0.002503276,0.006620561,0.00272517,0,0,0,0.000708151,0.045590497,0,0,0.002481621,0.001321244,0,0.001228717,0.002438592,0,0.001029603,0,0,0,0.002717015,0.002128951,0.008336378,0.001428113,0,0,0.005290318
2010,0.000366731,0.004557442,0.006141,0.001129206,0.007178813,0.001215666,0.002525336,0.0052175,0,0.015411687,0.002808508,0.007012856,0,0.007947091,0,0,0.002344582,0.002339069,0,0.000882011,0,0.003016535,0,0,0.004740518,0.000732591,0.000955995,0.0020176,0.002431913,0,0,0.003440422,0.019143695,0,0,0.00891034,0,0.002800964,0,0,0,0.005000189,0,0,0.000979496,0.008537226,0,0,0,0,0,0
2011,0,0.002831669,0.002939775,0.003069438,0.00562859,0.009637198,0,0,0,0.005631807,0,0.004499268,0,0.015259031,0.00359742,0,0,0.006366992,0,0,0,0,0,0,0,0,0.007033967,0,0.001609685,0,0,0.00088544,0.021956455,0.000973597,0,0.002825234,0,0,0.00315663,0,0,0,0,0,0,0.010629457,0,0.006277547,0,0,0,0.005730261
